CATEGORY,EMOTION,TIME2_6,TIME6_10,TIME10_14,TIME14_18,TIME18_22,TIME22_2,DATE_SUN,DATE_MON,DATE_TUE,DATE_WED,DATE_THU,DATE_FRI,DATE_SAT,PHOTO,VIDEO,ANIMATED_GIF,LOG10_USER_FAV,LOG10_USER_STATUS_COUNT,TOPIC,TEXT,SANITIZED_TEXT,SCORE
P,N,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0860038,4.1766987,RememberingRajiv,"Inspiration of youth and architect of modern India #RememberingRajiv on his death anniversary with tearful eyes https://t.co/k9knwwxnjd",Inspiration of youth and architect of modern India RememberingRajiv on his death anniversary with tearful eyes ,1.7952298
P,H,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.852297,4.23975,RememberingRajiv,"It is only with self confidence that a younger generation will be able to present their idea - Rajiv Gandhi… https://t.co/tWOA0evc9u",It is only with self confidence that a younger generation will be able to present their idea  Rajiv Gandhi ,4.068426
P,N,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.3443923,4.2478013,RememberingRajiv,"Watch LIVE: Ceremony marking 26th Anniversary of Shri Rajiv Gandhi's Martyrdom, from Vir Bhumi. #RememberingRajiv https://t.co/HA3VDFgAZJ",Watch LIVE Ceremony marking 26th Anniversary of Shri Rajiv Gandhis Martyrdom from Vir Bhumi RememberingRajiv ,3.0615041
P,S,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.30103,3.0038912,RememberingRajiv,"My homage to Sh. Rajiv Gandhiji - a great visionary, pioneer &amp; human being. His vision &amp; values continue to inspire us.\n#RememberingRajiv",My homage to Sh Rajiv Gandhiji  a great visionary pioneer human being His vision values continue to inspire ,3.5292337
P,S,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0860038,4.1766987,RememberingRajiv,"You left us untimely but your dreams are with us forever. Your dreams of young and empowered India will always motivate us #RememberingRajiv",You left us untimely but your dreams are with us forever Your dreams of young and empowered India will always motivate us ,1.3173629
P,S,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3653946,4.571988,RememberingRajiv,"My heartfelt tribute to Shri Rajiv Gandhi ji - a true visionary &amp; somebody who ushered India into the modern age.. #RememberingRajiv",My heartfelt tribute to Shri Rajiv Gandhi ji  a true visionary somebody who ushered India into the modern age ,2.134581
C,H,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.781949,4.215902,SamuraiJack,"Thank you for all the #Ashi love...&amp; for all the gorgeous art ...this one #Phantom1Link #samuraijack @phillamarr… https://t.co/wz0lBWBHih",Thank you for all the Ashi for all the gorgeous art one Phantom1Link samuraijack phillamarr ,0.7334706
C,H,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8836615,3.1604686,SamuraiJack,"That #SamuraiJack series finale was one of the most satisfying things I've ever seen.",That SamuraiJack series finale was one of the most satisfying things Ive ever ,1.2980046
C,H,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.450403,3.510813,SamuraiJack,"Without the restrictions of censors, we have seen the true awesomeness of Genndy Tartakovsky #Respect ??#SamuraiJack #Toonami @adultswim",Without the restrictions of censors we have seen the true awesomeness of Genndy Tartakovsky Respect SamuraiJack Toonami ,0.8497388
C,N,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.450403,3.510813,SamuraiJack,"#SamuraiJack with the throwback to the opening tho #Toonami https://t.co/zOYzvtBRiK",SamuraiJack with the throwback to the opening tho Toonami ,0.19075769
C,H,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.110926,4.2308574,SamuraiJack,"A fantastic #SamuraiJack piece for #FanArtFriday by @icecry! If you see other great SJ Fan art, send it my way. Onl… https://t.co/hA8dHeoDH7",A fantastic SamuraiJack piece for FanArtFriday by icecry If you see other great SJ Fan art send it my way Onl ,4.165293
C,N,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4.781949,4.215902,SamuraiJack,"Sometimes we get really cool pressies... #JackIsBack #samuraijack https://t.co/53m8zmuJIs",Sometimes we get really cool JackIsBack samuraijack ,1.3654138
C,H,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.110926,4.2308574,SamuraiJack,"Happy Mother's Day? #MothersDay2017 #samuraijack https://t.co/F5sg2RsGyA",Happy Mothers Day MothersDay2017 samuraijack ,1.7652237
C,H,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.910971,3.477989,SamuraiJack,"Happy Dysfunctional Mother's Day! #samuraijack https://t.co/rRxgotdXRb",Happy Dysfunctional Mothers Day samuraijack ,0.31373054
C,H,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.781949,4.215902,SamuraiJack,"Gorgeous #Ashi #SamuraiJack https://t.co/jL9EIk5Upr",Gorgeous Ashi SamuraiJack ,0.35599682
C,A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.8129134,4.7426624,SamuraiJack,"\"Social-justice warriors have a new target: #SamuraiJack. But he’s a warrior too — and he fights back.\" https://t.co/GRTsYdgelN",warriors have a new target SamuraiJack But hes a warrior too  and he fights ,0.05360286
C,N,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4.099439,3.556182,EdSheeranARG,"thinking out loud ??? #EdSheeranARG https://t.co/AdeO9sw5TT",thinking out loud  EdSheeranARG ,11.801022
S,H,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.4022615,4.532321,NSHvsANA,"Game 5 = OURS! Preds with a 3-2 series lead. One away #Smashville...See ya Monday! #NSHvsANA https://t.co/XM6f9lByP4",Game 5  OURS Preds with a 32 series lead One away ya Monday NSHvsANA ,16.755087
S,H,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.064458,3.5902843,NSHvsANA,"Another exciting game! Way to go @PredsNHL !!! You played hard and with tons of ?? and it showed! Let's bring it on home, boys! #NSHvsANA",Another exciting game Way to go PredsNHL  You played hard and with tons of  and it showed Lets bring it on home boys ,0.8944871
S,H,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3.4022615,4.532321,NSHvsANA,"GOAL!!! #playoffColinWilson #NSHvsANA https://t.co/6HBfGfD5cN",GOAL playoffColinWilson NSHvsANA ,3.9871569
S,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.4022615,4.532321,NSHvsANA,"We can’t actually handle this. #NSHvsANA https://t.co/mxaVfY5TcG",We cant actually handle this NSHvsANA ,4.5257993
S,N,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4022615,4.532321,NSHvsANA,"There is some anger on the ice right now. #NSHvsANA",There is some anger on the ice right now ,2.702239
S,H,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3.4022615,4.532321,NSHvsANA,"WATTY! 3-1, #Preds. #NSHvsANA https://t.co/ShicxbfC4g",WATTY 31 Preds NSHvsANA ,6.5991206
S,N,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.4022615,4.532321,NSHvsANA,"Goal officially Aberg from Forsberg and Ekholm at 11:01 of the 3rd. First career Stanley Cup Playoff goal for Pontus! #NSHvsANA",Goal officially Aberg from Forsberg and Ekholm at 1101 of the 3rd First career Stanley Cup Playoff goal for Pontus ,2.0266793
S,N,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3.4022615,4.532321,NSHvsANA,"We are tied 1-1 at the end of the 2nd period. #NSHvsANA https://t.co/bXxDdFJc1l",We are tied 11 at the end of the 2nd period NSHvsANA ,1.5316701
S,N,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3.4022615,4.532321,NSHvsANA,"No-look backhand goal: ? #Preds #NSHvsANA https://t.co/MO2ujPNvD9",Nolook backhand goal  Preds NSHvsANA ,1.8446243
S,H,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.4022615,4.532321,NSHvsANA,"A pivotal Game 5. Tonight. \n\nHere we go, #Smashville! #NSHvsANA #Preds \n\nhttps://t.co/b6ggYixRWz",A pivotal Game 5 Tonight we go Smashville NSHvsANA Preds ,1.4248444
S,N,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.588966,4.494419,AllStarRace,"Headed to the @NASCAR #AllStarRace ?",Headed to the NASCAR AllStarRace ,0.18611367
S,H,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.1815577,4.14501,AllStarRace,"Retweet to wish @DaleJr good luck in tonight's #AllStarRace! #NW88JR https://t.co/v8DJTEE5eV",Retweet to wish DaleJr good luck in tonights AllStarRace NW88JR ,9.460592
S,H,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2.690196,5.031473,AllStarRace,"The year: 2000.\nThe winner: A rookie, @DaleJr. \n\nDon't miss his final #AllStarRace tonight on @FS1. https://t.co/9xHJR6bAt9",The year winner A rookie DaleJr miss his final AllStarRace tonight on FS1 ,0.16558488
S,N,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.690196,5.031473,AllStarRace,".@chaseelliott is your #AllStarRace Fan Vote winner!\n\n\"I appreciate everyone's vote, it means a lot to me.\" https://t.co/4fi6h3oxVK",chaseelliott is your AllStarRace Fan Vote appreciate everyones vote it means a lot to ,0.21605024
S,H,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2375438,4.877072,AllStarRace,"Pretty impressive. Watch as @RyanJNewman holds on to a sideways No. 31 in #AllStarRace qualifying.\n\n#NASCARonFS1 https://t.co/rV6UbPn6zI",Pretty impressive Watch as RyanJNewman holds on to a sideways No 31 in AllStarRace ,0.47341147
S,N,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2.690196,5.031473,AllStarRace,"Welcome to Paradise City, where someone will leave with $1 million! #AllStarRace\n\n? @gunsnroses https://t.co/TMWj52c4gy",Welcome to Paradise City where someone will leave with 1 million gunsnroses ,0.15300511
S,H,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3.466571,4.903193,AllStarRace,"RETWEET to congratulate @KyleBusch on winning the 2017 #NASCAR #AllStarRace \n\n@mmschocolate https://t.co/gJVd9E7DWF",RETWEET to congratulate KyleBusch on winning the 2017 NASCAR AllStarRace ,1.278183
S,H,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.690196,5.031473,AllStarRace,"FINAL STAGE: @KyleBusch gets the prize! #AllStarRace https://t.co/mPQScHQDk8",FINAL STAGE KyleBusch gets the prize AllStarRace ,0.12682164
S,N,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.8927066,4.556604,AllStarRace,"Retweet to wish @keselowski &amp; @Joeylogano luck in the #NASCAR #AllStarRace! https://t.co/QkGEXY8zaG",Retweet to wish keselowski Joeylogano luck in the NASCAR AllStarRace ,1.6607553
S,H,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4.0101304,4.1379237,AllStarRace,"Next time you wanna mess with the #MonsterEnergyGirls... just remember this! #NASCAR #AllStarRace https://t.co/ClzZbngmfN",Next time you wanna mess with the just remember this NASCAR AllStarRace ,0.24764732
